tconst,primaryTitle,startYear,runtimeMinutes,rating,primaryGenre_Adult,primaryGenre_Adventure,primaryGenre_Animation,primaryGenre_Biography,primaryGenre_Comedy,primaryGenre_Crime,primaryGenre_Documentary,primaryGenre_Drama,primaryGenre_Family,primaryGenre_Fantasy,primaryGenre_Film-Noir,primaryGenre_History,primaryGenre_Horror,primaryGenre_Music,primaryGenre_Musical,primaryGenre_Mystery,primaryGenre_News,primaryGenre_Reality-TV,primaryGenre_Romance,primaryGenre_Sci-Fi,primaryGenre_Short,primaryGenre_Sport,primaryGenre_Thriller,primaryGenre_War,primaryGenre_Western,primaryGenre_\N,directors_count,actor1_count,actor2_count
tt0120689,The Green Mile,1999,189,8.592551613688945,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,33,1
tt0103064,Terminator 2: Judgment Day,1991,137,8.591048081495627,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,9,2
tt11989890,David Attenborough: A Life on Our Planet,2020,83,8.590701401198379,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,7,1
tt0245429,Spirited Away,2001,124,8.58781211216409,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,2,1
tt0317248,City of God,2002,130,8.586860066256039,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,1
tt0118799,Life Is Beautiful,1997,116,8.585845575626307,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,1
tt0038650,It's a Wonderful Life,1946,130,8.57926049418237,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,21,2
tt0047478,Seven Samurai,1954,207,8.571565876843225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,18,4
tt5354160,Mirror Game,2016,147,8.547088111514755,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,1
tt0259534,Ramayana: The Legend of Prince Rama,1993,135,8.533410850782406,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt9263550,Rocketry: The Nambi Effect,2022,157,8.52466540064365,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,9,8
tt1853728,Django Unchained,2012,165,8.494091232603774,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,5,4
tt0172495,Gladiator,2000,155,8.493964936725341,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,12,3
tt0482571,The Prestige,2006,130,8.4930344008237,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,17,8
tt0407887,The Departed,2006,151,8.492919170035956,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,20,10
tt0088763,Back to the Future,1985,116,8.492342558131602,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,8,3
tt0110413,Léon: The Professional,1994,110,8.49192945262581,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,6
tt0120586,American History X,1998,119,8.491475523885033,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,4,1
tt0110357,The Lion King,1994,88,8.49124315565344,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,6,5
tt0114814,The Usual Suspects,1995,106,8.491171775347025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,9,1
tt2582802,Whiplash,2014,106,8.490091591459413,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,4
tt6751668,Parasite,2019,132,8.48989905184229,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,9,1
tt0253828,Tosun Pasha,1976,90,8.489712401180244,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,27,6
tt0078748,Alien,1979,117,8.489638657640537,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16,7,1
tt1675434,The Intouchables,2011,112,8.489234072920382,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,2
tt0253474,The Pianist,2002,150,8.489096390305434,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,5,3
tt0054215,Psycho,1960,109,8.486065366488532,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,28,2,4
tt0034583,Casablanca,1942,102,8.483430990663065,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,19,5
tt15239678,Dune: Part Two,2024,166,8.482331881934213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,6,1
tt10811166,The Kashmir Files,2022,170,8.482048026568064,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,4
tt0047396,Rear Window,1954,112,8.480856627310068,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,21,6
tt9362722,Spider-Man: Across the Spider-Verse,2023,140,8.476136910212384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,1
tt0064116,Once Upon a Time in the West,1968,166,8.471653347981594,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,12,1
tt0095327,Grave of the Fireflies,1988,88,8.469483079604359,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,1
tt0056058,Harakiri,1962,133,8.466340699399938,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,11,1
tt0095765,Cinema Paradiso,1988,174,8.465388689142104,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,5,1
tt0027977,Modern Times,1936,87,8.461972497974125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,17,1
tt7466810,777 Charlie,2022,164,8.45939903338624,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,7,1
tt5275892,O.J.: Made in America,2016,467,8.453521827196969,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1
tt0021749,City Lights,1931,87,8.450200458976562,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,17,1
tt14544192,Bo Burnham: Inside,2021,87,8.422551676728315,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,278
tt0252488,The Chaos Class Failed the Class,1975,95,8.405530842579415,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,9,4
tt1345836,The Dark Knight Rises,2012,164,8.394757095552073,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,17,5
tt0361748,Inglourious Basterds,2009,153,8.39400265447258,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,19,6
tt0209144,Memento,2000,113,8.39273459563825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13,4,2
tt4154796,Avengers: Endgame,2019,181,8.392553302681373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,14,7
tt4154756,Avengers: Infinity War,2018,149,8.392166447142944,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,14,7
tt0910970,WALL·E,2008,98,8.392045640450885,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,1
tt0081505,The Shining,1980,146,8.391408126474305,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,10,1
tt0082971,Raiders of the Lost Ark,1981,115,8.390709655087917,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,11,5
tt0090605,Aliens,1986,137,8.387662287640072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,7,1
tt0078788,Apocalypse Now,1979,147,8.386549146032987,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,4,3
tt4633694,Spider-Man: Into the Spider-Verse,2018,117,8.38617349398341,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,1
tt2380307,Coco,2017,105,8.384455322109124,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,4
tt33175825,Attack on Titan the Movie: The Last Attack,2024,145,8.381999331501499,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,1
tt1187043,3 Idiots,2009,170,8.378250795339516,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,18,3
tt0086879,Amadeus,1984,160,8.377846362163382,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,1,1
tt0405094,The Lives of Others,2006,137,8.37680660095038,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1
tt1424432,Senna,2010,106,8.376806242107735,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,1
tt5311514,Your Name.,2016,106,8.37166643687431,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,2,1
tt20850406,Sita Ramam,2022,163,8.36786997205102,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,11,4
tt0082096,Das Boot,1981,149,8.364532047116851,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,1
tt0032553,The Great Dictator,1940,125,8.360465268020336,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,17,3
tt0043014,Sunset Boulevard,1950,110,8.360410870020324,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,7,1
tt27719898,Kaiva,2023,138,8.359001981074906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1
tt0050825,Paths of Glory,1957,88,8.35646572561453,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,12,1
tt0253779,The Foster Brothers,1976,80,8.35096458940309,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,27,7
tt0051201,Witness for the Prosecution,1957,116,8.334452944714018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,4,5
tt0093603,Nayakan,1987,145,8.329410679938574,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,29,3
tt8267604,Capernaum,2018,126,8.315950072349482,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,1
tt7286456,Joker,2019,122,8.294052085058532,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,10,8
tt0169547,American Beauty,1999,122,8.29241140312093,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,9,8
tt1049413,Up,2009,96,8.291939730407048,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,1
tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,131,8.29184839235318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,4
tt0105236,Reservoir Dogs,1992,99,8.291618760108959,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,6,8
tt0338013,Eternal Sunshine of the Spotless Mind,2004,108,8.291615547075073,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,15,11
tt0112573,Braveheart,1995,178,8.291608657968736,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,17,1
tt0119217,Good Will Hunting,1997,126,8.291598246892962,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,15,10
tt0114709,Toy Story,1995,81,8.291523046736959,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,33,10
tt0086250,Scarface,1983,170,8.290123104667758,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,18,4
tt1578118,CMYLMZ,2008,174,8.290076412580598,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,12,278
tt0180093,Requiem for a Dream,2000,102,8.289885163245701,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,2
tt0435761,Toy Story 3,2010,103,8.289809725983444,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,33,10
tt15398776,Oppenheimer,2023,180,8.288892891896294,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,5,6
tt0211915,Amélie,2001,122,8.288453708902813,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,2
tt0113277,Heat,1995,170,8.287416005957395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,18,8
tt0062622,2001: A Space Odyssey,1968,149,8.287410661500624,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,2,1
tt0364569,Oldboy,2003,120,8.285943195705507,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,6,1
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,8.282477641574879,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,6,3
tt0033467,Citizen Kane,1941,119,8.280435156961879,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,11,7
tt1152758,Dear Zachary: A Letter to a Son About His Father,2008,95,8.280136213035005,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1
tt0088178,Stop Making Sense,1984,88,8.280128591700816,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,3,1
tt0119698,Princess Mononoke,1997,133,8.279378445799061,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,1,1
tt0052357,Vertigo,1958,128,8.278820549247191,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,28,21,3
tt16492678,Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,2021,87,8.278209968916096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,77,278
tt0103767,Baraka,1992,96,8.276975818065155,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,278
tt0087843,Once Upon a Time in America,1984,229,8.276138826365575,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,21,1
tt2106476,The Hunt,2012,115,8.275597658480796,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,7,2
tt0053125,North by Northwest,1959,136,8.273977742826077,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,23,4
tt0056592,To Kill a Mockingbird,1962,129,8.272715830300086,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,16,1
tt0056172,Lawrence of Arabia,1962,227,8.271442825835976,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,7,8
tt7019842,96,2018,158,8.269704896729824,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,12,5
tt0084302,The Marathon Family,1982,92,8.268379223256934,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,2
tt0070735,The Sting,1973,129,8.267720307012986,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,16,8
tt0252490,The Chaos Class Is Waking Up,1976,94,8.266640857683697,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,9,6
tt0045152,Singin' in the Rain,1952,103,8.26562750962488,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,1
tt1832382,A Separation,2011,123,8.265262069873069,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,3,2
tt5074352,Dangal,2016,161,8.258354846452601,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,18,1
tt1255953,Incendies,2010,131,8.258060986165695,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,2,1
tt0986264,Like Stars on Earth,2007,162,8.257043080480804,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,3
tt0053604,The Apartment,1960,125,8.255206114335014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,12,6
tt32085101,Hande Ercel'le Buyuk Bulusma Gerceklesti,2017,0,8.25336435439931,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,14,1,1
tt0367495,Anbe Sivam,2003,160,8.252932453292232,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,29,3
tt0017136,Metropolis,1927,153,8.252139906144723,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,1,1
tt26548265,Maharaja,2024,141,8.250843268137432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,12,2
tt0040522,Bicycle Thieves,1948,89,8.249690552786742,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,1,1
tt0022100,M,1931,99,8.247580838775857,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,3,1
tt0036775,Double Indemnity,1944,107,8.24697339491889,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,1,5
tt0057565,High and Low,1963,143,8.242363339598953,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,18,1
tt10534500,#Home,2021,158,8.24078489682309,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,3
tt8110330,Dil Bechara,2020,101,8.233075515932056,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,5,2
tt10295212,Shershaah,2021,135,8.23102110038744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,1
tt8176054,Pariyerum Perumal,2018,154,8.229430009659254,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,1
tt0253614,"Saban, Son of Saban",1977,90,8.227151644715335,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,27,2
tt8503618,Hamilton,2020,160,8.227074829179305,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1
tt1313104,The Cove,2009,92,8.225972045346973,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,1
